date,min,max,normal_min,normal_max
19320710,93.0,69.0,91.8,75.5
19320711,90.0,73.0,91.8,75.5
19320712,93.0,74.0,91.9,75.5
19320713,95.0,70.0,91.9,75.5
19320714,95.0,73.0,92.0,75.5
19320715,98.0,69.0,92.1,75.5
19320716,103.0,73.0,92.1,75.5
19320717,104.0,76.0,92.2,75.5
19320718,97.0,72.0,92.2,75.5
19320719,87.0,74.0,92.3,75.5
19320720,91.0,74.0,92.3,75.5
19320721,92.0,74.0,92.4,75.5
19320722,90.0,71.0,92.5,75.6
19320723,93.0,71.0,92.5,75.6
19320724,92.0,72.0,92.6,75.6
19320725,90.0,73.0,92.6,75.6
19320726,93.0,72.0,92.7,75.6
19320727,98.0,71.0,92.7,75.6
19320728,96.0,71.0,92.8,75.6
19320729,99.0,73.0,92.8,75.6
19320730,99.0,73.0,92.8,75.7
19320731,98.0,74.0,92.9,75.7
19320801,97.0,74.0,92.9,75.7
19320802,96.0,74.0,92.9,75.7
19320803,98.0,74.0,93.0,75.7
19320804,91.0,71.0,93.0,75.7
19320805,97.0,73.0,93.0,75.8
19320806,97.0,72.0,93.0,75.8
19320807,96.0,73.0,93.0,75.8
19320808,94.0,72.0,93.0,75.8
19320809,94.0,72.0,93.0,75.8
19320810,92.0,73.0,93.0,75.9
19320811,93.0,71.0,93.0,75.9
19320812,94.0,73.0,93.0,75.9
19320813,86.0,75.0,93.0,75.9
19320814,87.0,71.0,92.9,75.9
19320815,90.0,75.0,92.9,75.9
19320816,95.0,72.0,92.9,75.9
19320817,95.0,73.0,92.8,75.9
19320818,95.0,73.0,92.7,75.9
19320819,93.0,75.0,92.7,75.9
19320820,93.0,74.0,92.6,75.8
19320821,92.0,71.0,92.5,75.8
19320822,90.0,70.0,92.5,75.8
19320823,90.0,71.0,92.4,75.7
19320824,89.0,70.0,92.3,75.6
19320825,91.0,73.0,92.2,75.6
19320826,91.0,73.0,92.1,75.5
19320827,89.0,75.0,91.9,75.4
19320828,88.0,75.0,91.8,75.3
19320829,90.0,75.0,91.7,75.2
19320830,90.0,74.0,91.5,75.1
19320831,87.0,75.0,91.4,75.0
19320901,97.0,73.0,91.3,74.9
19320902,87.0,73.0,91.1,74.7
19320903,81.0,73.0,90.9,74.6
19320904,87.0,74.0,90.8,74.4
19320905,93.0,73.0,90.6,74.2
19320906,94.0,73.0,90.4,74.1
19320907,86.0,66.0,90.2,73.9
19320908,82.0,58.0,90.0,73.7
19320909,88.0,58.0,89.9,73.5
19320910,89.0,66.0,89.7,73.2
19320911,90.0,68.0,89.5,73.0
19320912,88.0,70.0,89.3,72.8
19320913,88.0,71.0,89.0,72.5
19320914,90.0,68.0,88.8,72.3
19320915,91.0,68.0,88.6,72.0
19320916,91.0,66.0,88.4,71.8
19320917,93.0,67.0,88.2,71.5
19320918,80.0,65.0,88.0,71.3
19320919,90.0,70.0,87.7,71.0
19320920,91.0,69.0,87.5,70.7
19320921,89.0,69.0,87.3,70.4
19320922,90.0,70.0,87.0,70.1
19320923,87.0,70.0,86.8,69.8
19320924,81.0,70.0,86.6,69.5
19320925,76.0,68.0,86.3,69.2
19320926,82.0,70.0,86.1,69.0
19320927,82.0,72.0,85.9,68.7
19320928,79.0,70.0,85.6,68.4
19320929,80.0,66.0,85.4,68.1
19320930,81.0,57.0,85.2,67.8
19321001,85.0,59.0,84.9,67.5
19321002,87.0,63.0,84.7,67.2
19321003,89.0,66.0,84.4,66.9
19321004,78.0,61.0,84.2,66.6
19321005,65.0,50.0,84.0,66.3
19321006,70.0,41.0,83.7,66.0
19321007,72.0,47.0,83.5,65.7
19321008,77.0,55.0,83.2,65.4
19321009,83.0,55.0,83.0,65.1
19321010,85.0,68.0,82.7,64.8
19321011,73.0,54.0,82.5,64.5
19321012,74.0,48.0,82.3,64.2
19321013,74.0,52.0,82.0,64.0
19321014,73.0,59.0,81.8,63.7
19321015,81.0,63.0,81.5,63.4
19321016,84.0,62.0,81.3,63.1
19321017,84.0,54.0,81.0,62.8
19321018,83.0,59.0,80.8,62.5
19321019,84.0,61.0,80.5,62.2
19321020,80.0,64.0,80.2,62.0
19321021,81.0,56.0,80.0,61.7
19321022,80.0,52.0,79.7,61.4
19321023,85.0,54.0,79.5,61.1
19321024,83.0,63.0,79.2,60.8
19321025,85.0,62.0,78.9,60.5
19321026,68.0,43.0,78.7,60.2
19321027,77.0,41.0,78.4,59.9
19321028,75.0,45.0,78.1,59.6
19321029,82.0,54.0,77.8,59.3
19321030,80.0,58.0,77.5,59.0
19321031,82.0,64.0,77.3,58.7
19321101,69.0,43.0,77.0,58.4
19321102,70.0,43.0,76.7,58.1
19321103,74.0,47.0,76.4,57.8
19321104,78.0,53.0,76.1,57.5
19321105,79.0,60.0,75.8,57.2
19321106,83.0,50.0,75.5,56.9
19321107,81.0,52.0,75.1,56.6
19321108,68.0,51.0,74.8,56.2
19321109,73.0,35.0,74.5,55.9
19321110,81.0,48.0,74.2,55.6
19321111,67.0,43.0,73.9,55.3
19321112,62.0,34.0,73.6,55.0
19321113,68.0,30.0,73.2,54.6
19321114,74.0,43.0,72.9,54.3
19321115,80.0,50.0,72.6,54.0
19321116,55.0,30.0,72.2,53.7
19321117,47.0,33.0,71.9,53.4
19321118,53.0,32.0,71.6,53.1
19321119,66.0,31.0,71.3,52.7
19321120,75.0,40.0,70.9,52.4
19321121,70.0,49.0,70.6,52.1
19321122,75.0,48.0,70.3,51.8
19321123,71.0,53.0,70.0,51.5
19321124,66.0,41.0,69.7,51.2
19321125,65.0,39.0,69.3,50.9
19321126,69.0,44.0,69.0,50.7
19321127,64.0,36.0,68.7,50.4
19321128,60.0,35.0,68.4,50.1
19321129,69.0,31.0,68.1,49.8
19321130,68.0,32.0,67.8,49.6
19321201,71.0,40.0,67.5,49.3
19321202,74.0,49.0,67.3,49.1
19321203,75.0,57.0,67.0,48.8
19321204,75.0,59.0,66.7,48.6
19321205,75.0,56.0,66.5,48.4
19321206,73.0,59.0,66.2,48.2
19321207,68.0,51.0,66.0,48.0
19321208,54.0,47.0,65.7,47.8
19321209,52.0,46.0,65.5,47.6
19321210,46.0,39.0,65.3,47.4
19321211,61.0,45.0,65.1,47.2
19321212,51.0,37.0,64.9,47.0
19321213,41.0,34.0,64.7,46.9
19321214,47.0,34.0,64.5,46.7
19321215,46.0,39.0,64.3,46.6
19321216,39.0,28.0,64.1,46.4
19321217,43.0,22.0,64.0,46.3
19321218,46.0,24.0,63.8,46.2
19321219,47.0,35.0,63.7,46.0
19321220,60.0,43.0,63.6,45.9
19321221,66.0,54.0,63.5,45.8
19321222,65.0,61.0,63.3,45.7
19321223,73.0,59.0,63.2,45.6
19321224,73.0,45.0,63.2,45.5
19321225,70.0,49.0,63.1,45.5
19321226,60.0,44.0,63.0,45.4
19321227,61.0,46.0,62.9,45.3
19321228,63.0,36.0,62.9,45.2
19321229,68.0,40.0,62.8,45.2
19321230,70.0,48.0,62.8,45.1
19321231,52.0,39.0,62.7,45.1
19330101,52.0,27.0,62.7,45.0
19330102,62.0,34.0,62.7,45.0
19330103,68.0,43.0,62.7,45.0
19330104,70.0,54.0,62.6,44.9
19330105,70.0,62.0,62.6,44.9
19330106,75.0,58.0,62.6,44.9
19330107,69.0,59.0,62.6,44.8
19330108,62.0,49.0,62.6,44.8
19330109,68.0,42.0,62.7,44.8
19330110,67.0,42.0,62.7,44.8
19330111,72.0,51.0,62.7,44.8
19330112,65.0,49.0,62.7,44.8
19330113,61.0,41.0,62.7,44.8
19330114,67.0,34.0,62.8,44.8
19330115,67.0,41.0,62.8,44.9
19330116,74.0,58.0,62.9,44.9
19330117,74.0,64.0,62.9,44.9
19330118,74.0,63.0,62.9,44.9
19330119,76.0,65.0,63.0,45.0
19330120,74.0,67.0,63.0,45.0
19330121,75.0,67.0,63.1,45.1
19330122,77.0,56.0,63.2,45.1
19330123,79.0,50.0,63.2,45.2
19330124,74.0,50.0,63.3,45.3
19330125,74.0,47.0,63.4,45.4
19330126,70.0,52.0,63.4,45.5
19330127,66.0,48.0,63.5,45.5
19330128,66.0,47.0,63.6,45.6
19330129,61.0,51.0,63.7,45.8
19330130,65.0,52.0,63.8,45.9
19330131,64.0,53.0,63.9,46.0
19330201,68.0,55.0,64.0,46.1
19330202,78.0,58.0,64.1,46.2
19330203,64.0,54.0,64.2,46.4
19330204,64.0,48.0,64.3,46.5
19330205,63.0,42.0,64.4,46.7
19330206,64.0,50.0,64.6,46.8
19330207,68.0,34.0,64.7,47.0
19330208,34.0,15.0,64.8,47.2
19330209,35.0,17.0,65.0,47.4
19330210,46.0,33.0,65.1,47.5
19330211,50.0,29.0,65.3,47.7
19330212,55.0,31.0,65.4,47.9
19330213,72.0,52.0,65.6,48.1
19330214,78.0,65.0,65.7,48.3
19330215,69.0,42.0,65.9,48.5
19330216,56.0,42.0,66.1,48.7
19330217,67.0,52.0,66.3,48.9
19330218,68.0,46.0,66.5,49.1
19330219,77.0,58.0,66.7,49.3
19330220,67.0,49.0,66.9,49.5
19330221,62.0,41.0,67.1,49.8
19330222,73.0,48.0,67.3,50.0
19330223,79.0,66.0,67.5,50.2
19330224,76.0,65.0,67.7,50.4
19330225,78.0,64.0,67.9,50.6
19330226,71.0,51.0,68.2,50.8
19330227,61.0,49.0,68.4,51.0
19330228,53.0,45.0,68.6,51.2
19330301,68.0,40.0,68.8,51.4
19330302,68.0,44.0,69.1,51.6
19330303,68.0,53.0,69.3,51.8
19330304,67.0,47.0,69.6,52.0
19330305,70.0,56.0,69.8,52.2
19330306,66.0,42.0,70.0,52.4
19330307,61.0,42.0,70.3,52.6
19330308,73.0,48.0,70.5,52.8
19330309,77.0,60.0,70.8,53.0
19330310,,,71.0,53.2
19330311,65.0,58.0,71.3,53.4
19330312,78.0,62.0,71.5,53.6
19330313,78.0,66.0,71.7,53.8
19330314,84.0,67.0,72.0,53.9
19330315,78.0,49.0,72.2,54.1
19330316,69.0,52.0,72.5,54.3
19330317,,,72.7,54.5
19330318,78.0,69.0,72.9,54.7
19330319,73.0,52.0,73.2,54.9
19330320,57.0,39.0,73.4,55.0
19330321,72.0,37.0,73.6,55.2
19330322,74.0,53.0,73.8,55.4
19330323,78.0,57.0,74.1,55.6
19330324,77.0,66.0,74.3,55.8
19330325,77.0,63.0,74.5,56.0
19330326,70.0,47.0,74.7,56.2
19330327,70.0,62.0,74.9,56.3
19330328,71.0,63.0,75.1,56.5
19330329,76.0,62.0,75.3,56.7
19330330,77.0,68.0,75.5,56.9
19330331,80.0,63.0,75.7,57.1
19330401,78.0,54.0,75.9,57.3
19330402,89.0,59.0,76.1,57.6
19330403,82.0,56.0,76.3,57.8
19330404,76.0,59.0,76.5,58.0
19330405,82.0,61.0,76.7,58.2
19330406,73.0,49.0,76.9,58.4
19330407,74.0,45.0,77.1,58.7
19330408,79.0,55.0,77.3,58.9
19330409,86.0,70.0,77.5,59.2
19330410,82.0,70.0,77.7,59.4
19330411,75.0,54.0,77.9,59.6
19330412,69.0,57.0,78.1,59.9
19330413,78.0,57.0,78.3,60.1
19330414,75.0,46.0,78.5,60.4
19330415,69.0,37.0,78.7,60.7
19330416,80.0,40.0,78.9,60.9
19330417,82.0,48.0,79.1,61.2
19330418,77.0,57.0,79.3,61.5
19330419,83.0,70.0,79.5,61.7
19330420,82.0,67.0,79.7,62.0
19330421,86.0,53.0,79.9,62.3
19330422,83.0,60.0,80.1,62.6
19330423,81.0,57.0,80.3,62.8
19330424,86.0,59.0,80.5,63.1
19330425,86.0,61.0,80.7,63.4
19330426,88.0,59.0,80.9,63.7
19330427,93.0,71.0,81.1,64.0
19330428,92.0,61.0,81.4,64.2
19330429,80.0,70.0,81.6,64.5
19330430,89.0,71.0,81.8,64.8
19330501,87.0,74.0,82.0,65.1
19330502,85.0,63.0,82.3,65.3
19330503,79.0,59.0,82.5,65.6
19330504,81.0,60.0,82.7,65.9
19330505,91.0,59.0,83.0,66.1
19330506,81.0,62.0,83.2,66.4
19330507,93.0,71.0,83.4,66.7
19330508,87.0,72.0,83.7,66.9
19330509,84.0,76.0,83.9,67.2
19330510,85.0,76.0,84.1,67.4
19330511,86.0,76.0,84.4,67.7
19330512,86.0,77.0,84.6,67.9
19330513,87.0,74.0,84.8,68.1
19330514,86.0,73.0,85.1,68.4
19330515,87.0,71.0,85.3,68.6
19330516,93.0,67.0,85.5,68.8
19330517,91.0,69.0,85.7,69.1
19330518,92.0,70.0,85.9,69.3
19330519,89.0,68.0,86.2,69.5
19330520,89.0,71.0,86.4,69.7
19330521,87.0,70.0,86.6,69.9
19330522,89.0,68.0,86.8,70.1
19330523,90.0,72.0,87.0,70.3
19330524,90.0,73.0,87.2,70.5
19330525,84.0,63.0,87.4,70.7
19330526,82.0,65.0,87.5,70.9
19330527,91.0,66.0,87.7,71.1
19330528,89.0,71.0,87.9,71.3
19330529,86.0,71.0,88.1,71.5
19330530,93.0,66.0,88.2,71.7
19330531,93.0,72.0,88.4,71.8
19330601,90.0,65.0,88.6,72.0
19330602,90.0,63.0,88.7,72.2
19330603,89.0,65.0,88.8,72.3
19330604,87.0,63.0,89.0,72.5
19330605,89.0,64.0,89.1,72.7
19330606,90.0,66.0,89.2,72.8
19330607,87.0,64.0,89.4,73.0
19330608,92.0,70.0,89.5,73.1
19330609,91.0,68.0,89.6,73.2
19330610,88.0,69.0,89.7,73.4
19330611,85.0,68.0,89.8,73.5
19330612,85.0,66.0,89.9,73.6
19330613,90.0,72.0,90.0,73.8
19330614,84.0,65.0,90.1,73.9
19330615,85.0,58.0,90.2,74.0
19330616,86.0,61.0,90.3,74.1
19330617,85.0,65.0,90.3,74.2
19330618,88.0,65.0,90.4,74.3
19330619,92.0,62.0,90.5,74.4
19330620,99.0,66.0,90.6,74.5
19330621,99.0,66.0,90.6,74.6
19330622,101.0,68.0,90.7,74.7
19330623,95.0,67.0,90.8,74.8
19330624,98.0,70.0,90.8,74.9
19330625,97.0,73.0,90.9,74.9
19330626,92.0,74.0,91.0,75.0
19330627,92.0,73.0,91.0,75.1
19330628,92.0,73.0,91.1,75.1
19330629,94.0,75.0,91.1,75.2
19330630,94.0,72.0,91.2,75.2
19330701,92.0,73.0,91.2,75.2
19330702,97.0,73.0,91.3,75.3
19330703,96.0,73.0,91.4,75.3
19330704,100.0,74.0,91.4,75.4
19330705,95.0,76.0,91.5,75.4
19330706,89.0,74.0,91.5,75.4
19330707,87.0,75.0,91.6,75.4
19330708,90.0,73.0,91.6,75.4
19330709,93.0,72.0,91.7,75.5
19330710,95.0,73.0,91.8,75.5
19330711,98.0,75.0,91.8,75.5
19330712,96.0,76.0,91.9,75.5
19330713,97.0,78.0,91.9,75.5
19330714,96.0,75.0,92.0,75.5
19330715,96.0,74.0,92.1,75.5
19330716,85.0,71.0,92.1,75.5
19330717,86.0,70.0,92.2,75.5
19330718,91.0,72.0,92.2,75.5
19330719,93.0,70.0,92.3,75.5
19330720,96.0,74.0,92.3,75.5
19330721,92.0,74.0,92.4,75.5
19330722,84.0,74.0,92.5,75.6
19330723,86.0,74.0,92.5,75.6
19330724,83.0,73.0,92.6,75.6
19330725,83.0,72.0,92.6,75.6
19330726,90.0,68.0,92.7,75.6
19330727,89.0,69.0,92.7,75.6
19330728,,,92.8,75.6
19330729,82.0,72.0,92.8,75.6
19330730,88.0,75.0,92.8,75.7
19330731,90.0,75.0,92.9,75.7
19330801,90.0,74.0,92.9,75.7
19330802,91.0,73.0,92.9,75.7
19330803,90.0,74.0,93.0,75.7
19330804,89.0,76.0,93.0,75.7
19330805,89.0,76.0,93.0,75.8
19330806,95.0,72.0,93.0,75.8
19330807,95.0,74.0,93.0,75.8
19330808,92.0,74.0,93.0,75.8
19330809,91.0,72.0,93.0,75.8
19330810,90.0,72.0,93.0,75.9
19330811,91.0,72.0,93.0,75.9
19330812,92.0,73.0,93.0,75.9
19330813,95.0,72.0,93.0,75.9
19330814,96.0,75.0,92.9,75.9
19330815,89.0,69.0,92.9,75.9
19330816,88.0,71.0,92.9,75.9
19330817,92.0,71.0,92.8,75.9
19330818,92.0,73.0,92.7,75.9
19330819,89.0,72.0,92.7,75.9
19330820,89.0,72.0,92.6,75.8
19330821,91.0,72.0,92.5,75.8
19330822,95.0,72.0,92.5,75.8
19330823,96.0,74.0,92.4,75.7
19330824,95.0,72.0,92.3,75.6
19330825,95.0,71.0,92.2,75.6
19330826,93.0,72.0,92.1,75.5
19330827,93.0,72.0,91.9,75.4
19330828,92.0,74.0,91.8,75.3
19330829,84.0,75.0,91.7,75.2
19330830,86.0,73.0,91.5,75.1
19330831,,,91.4,75.0
19330901,88.0,73.0,91.3,74.9
19330902,88.0,74.0,91.1,74.7
19330903,92.0,74.0,90.9,74.6
19330904,86.0,73.0,90.8,74.4
19330905,90.0,76.0,90.6,74.2
19330906,96.0,70.0,90.4,74.1
19330907,96.0,72.0,90.2,73.9
19330908,90.0,71.0,90.0,73.7
19330909,89.0,72.0,89.9,73.5
19330910,91.0,72.0,89.7,73.2
19330911,90.0,71.0,89.5,73.0
19330912,89.0,75.0,89.3,72.8
19330913,90.0,71.0,89.0,72.5
19330914,90.0,73.0,88.8,72.3
19330915,89.0,73.0,88.6,72.0
19330916,92.0,71.0,88.4,71.8
19330917,96.0,71.0,88.2,71.5
19330918,95.0,73.0,88.0,71.3
19330919,92.0,71.0,87.7,71.0
19330920,95.0,72.0,87.5,70.7
19330921,91.0,74.0,87.3,70.4
19330922,92.0,70.0,87.0,70.1
19330923,90.0,64.0,86.8,69.8
19330924,82.0,72.0,86.6,69.5
19330925,88.0,75.0,86.3,69.2
19330926,88.0,74.0,86.1,69.0
19330927,91.0,73.0,85.9,68.7
19330928,90.0,74.0,85.6,68.4
19330929,90.0,71.0,85.4,68.1
19330930,80.0,69.0,85.2,67.8
19331001,76.0,68.0,84.9,67.5
19331002,75.0,70.0,84.7,67.2
19331003,81.0,63.0,84.4,66.9
19331004,82.0,64.0,84.2,66.6
19331005,84.0,61.0,84.0,66.3
19331006,89.0,59.0,83.7,66.0
19331007,89.0,59.0,83.5,65.7
19331008,83.0,62.0,83.2,65.4
19331009,79.0,50.0,83.0,65.1
19331010,79.0,54.0,82.7,64.8
19331011,84.0,64.0,82.5,64.5
19331012,88.0,63.0,82.3,64.2
19331013,87.0,63.0,82.0,64.0
19331014,82.0,62.0,81.8,63.7
19331015,87.0,67.0,81.5,63.4
19331016,94.0,71.0,81.3,63.1
19331017,89.0,69.0,81.0,62.8
19331018,89.0,65.0,80.8,62.5
19331019,86.0,66.0,80.5,62.2
19331020,85.0,67.0,80.2,62.0
19331021,84.0,67.0,80.0,61.7
19331022,90.0,64.0,79.7,61.4
19331023,86.0,63.0,79.5,61.1
19331024,86.0,63.0,79.2,60.8
19331025,79.0,59.0,78.9,60.5
19331026,77.0,48.0,78.7,60.2
19331027,69.0,60.0,78.4,59.9
19331028,79.0,54.0,78.1,59.6
19331029,81.0,58.0,77.8,59.3
19331030,80.0,63.0,77.5,59.0
19331031,78.0,63.0,77.3,58.7
19331101,81.0,64.0,77.0,58.4
19331102,76.0,63.0,76.7,58.1
19331103,76.0,55.0,76.4,57.8
19331104,73.0,51.0,76.1,57.5
19331105,71.0,45.0,75.8,57.2
19331106,59.0,48.0,75.5,56.9
19331107,59.0,51.0,75.1,56.6
19331108,65.0,44.0,74.8,56.2
19331109,76.0,55.0,74.5,55.9
19331110,69.0,47.0,74.2,55.6
19331111,74.0,54.0,73.9,55.3
19331112,76.0,63.0,73.6,55.0
19331113,72.0,57.0,73.2,54.6
19331114,77.0,41.0,72.9,54.3
19331115,73.0,47.0,72.6,54.0
19331116,72.0,48.0,72.2,53.7
19331117,80.0,59.0,71.9,53.4
19331118,83.0,60.0,71.6,53.1
19331119,80.0,60.0,71.3,52.7
19331120,80.0,56.0,70.9,52.4
19331121,84.0,63.0,70.6,52.1
19331122,77.0,53.0,70.3,51.8
19331123,74.0,42.0,70.0,51.5
19331124,62.0,47.0,69.7,51.2
19331125,71.0,39.0,69.3,50.9
19331126,74.0,42.0,69.0,50.7
19331127,75.0,39.0,68.7,50.4
19331128,80.0,55.0,68.4,50.1
19331129,80.0,60.0,68.1,49.8
19331130,79.0,57.0,67.8,49.6
19331201,73.0,66.0,67.5,49.3
19331202,82.0,67.0,67.3,49.1
19331203,85.0,66.0,67.0,48.8
19331204,83.0,63.0,66.7,48.6
19331205,82.0,66.0,66.5,48.4
19331206,75.0,44.0,66.2,48.2
19331207,67.0,35.0,66.0,48.0
19331208,78.0,40.0,65.7,47.8
19331209,71.0,45.0,65.5,47.6
19331210,79.0,47.0,65.3,47.4
19331211,81.0,57.0,65.1,47.2
19331212,81.0,58.0,64.9,47.0
19331213,81.0,60.0,64.7,46.9
19331214,80.0,60.0,64.5,46.7
19331215,78.0,65.0,64.3,46.6
19331216,80.0,68.0,64.1,46.4
19331217,77.0,62.0,64.0,46.3
19331218,62.0,45.0,63.8,46.2
19331219,69.0,38.0,63.7,46.0
19331220,80.0,41.0,63.6,45.9
19331221,78.0,46.0,63.5,45.8
19331222,78.0,44.0,63.3,45.7
19331223,79.0,54.0,63.2,45.6
19331224,80.0,55.0,63.2,45.5
19331225,75.0,57.0,63.1,45.5
19331226,75.0,56.0,63.0,45.4
19331227,60.0,42.0,62.9,45.3
19331228,48.0,41.0,62.9,45.2
19331229,57.0,45.0,62.8,45.2
19331230,72.0,53.0,62.8,45.1
19331231,77.0,56.0,62.7,45.1
19340101,80.0,58.0,62.7,45.0
19340102,71.0,51.0,62.7,45.0
19340103,67.0,53.0,62.7,45.0
19340104,60.0,40.0,62.6,44.9
19340105,59.0,43.0,62.6,44.9
19340106,58.0,51.0,62.6,44.9
19340107,57.0,43.0,62.6,44.8
19340108,49.0,31.0,62.6,44.8
19340109,60.0,27.0,62.7,44.8
19340110,68.0,33.0,62.7,44.8
19340111,52.0,45.0,62.7,44.8
19340112,67.0,37.0,62.7,44.8
19340113,60.0,38.0,62.7,44.8
19340114,72.0,39.0,62.8,44.8
19340115,72.0,46.0,62.8,44.9
19340116,71.0,52.0,62.9,44.9
19340117,67.0,49.0,62.9,44.9
19340118,65.0,53.0,62.9,44.9
19340119,64.0,54.0,63.0,45.0
19340120,62.0,54.0,63.0,45.0
19340121,67.0,40.0,63.1,45.1
19340122,78.0,53.0,63.2,45.1
19340123,67.0,60.0,63.2,45.2
19340124,74.0,57.0,63.3,45.3
19340125,66.0,58.0,63.4,45.4
19340126,69.0,56.0,63.4,45.5
19340127,67.0,58.0,63.5,45.5
19340128,67.0,60.0,63.6,45.6
19340129,66.0,47.0,63.7,45.8
19340130,51.0,33.0,63.8,45.9
19340131,54.0,34.0,63.9,46.0
19340201,63.0,35.0,64.0,46.1
19340202,68.0,40.0,64.1,46.2
19340203,75.0,43.0,64.2,46.4
19340204,78.0,46.0,64.3,46.5
19340205,73.0,51.0,64.4,46.7
19340206,68.0,44.0,64.6,46.8
19340207,69.0,44.0,64.7,47.0
19340208,64.0,53.0,64.8,47.2
19340209,60.0,48.0,65.0,47.4
19340210,58.0,45.0,65.1,47.5
19340211,51.0,47.0,65.3,47.7
19340212,58.0,36.0,65.4,47.9
19340213,72.0,41.0,65.6,48.1
19340214,71.0,43.0,65.7,48.3
19340215,79.0,48.0,65.9,48.5
19340216,75.0,49.0,66.1,48.7
19340217,69.0,48.0,66.3,48.9
19340218,66.0,49.0,66.5,49.1
19340219,51.0,34.0,66.7,49.3
19340220,56.0,33.0,66.9,49.5
19340221,79.0,52.0,67.1,49.8
19340222,69.0,52.0,67.3,50.0
19340223,58.0,41.0,67.5,50.2
19340224,73.0,53.0,67.7,50.4
19340225,76.0,45.0,67.9,50.6
19340226,48.0,29.0,68.2,50.8
19340227,44.0,34.0,68.4,51.0
19340228,50.0,38.0,68.6,51.2
19340301,65.0,49.0,68.8,51.4
19340302,62.0,50.0,69.1,51.6
19340303,71.0,42.0,69.3,51.8
19340304,71.0,50.0,69.6,52.0
19340305,72.0,50.0,69.8,52.2
19340306,80.0,59.0,70.0,52.4
19340307,80.0,65.0,70.3,52.6
19340308,72.0,48.0,70.5,52.8
19340309,56.0,42.0,70.8,53.0
19340310,58.0,41.0,71.0,53.2
19340311,71.0,35.0,71.3,53.4
19340312,74.0,45.0,71.5,53.6
19340313,77.0,51.0,71.7,53.8
19340314,75.0,49.0,72.0,53.9
19340315,76.0,48.0,72.2,54.1
19340316,76.0,52.0,72.5,54.3
19340317,77.0,57.0,72.7,54.5
19340318,70.0,34.0,72.9,54.7
19340319,68.0,25.0,73.2,54.9
19340320,75.0,41.0,73.4,55.0
19340321,77.0,50.0,73.6,55.2
19340322,81.0,53.0,73.8,55.4
19340323,80.0,63.0,74.1,55.6
19340324,75.0,63.0,74.3,55.8
19340325,70.0,48.0,74.5,56.0
19340326,59.0,42.0,74.7,56.2
19340327,63.0,43.0,74.9,56.3
19340328,69.0,41.0,75.1,56.5
19340329,73.0,42.0,75.3,56.7
19340330,78.0,42.0,75.5,56.9
19340331,77.0,45.0,75.7,57.1
19340401,80.0,50.0,75.9,57.3
19340402,80.0,61.0,76.1,57.6
19340403,76.0,66.0,76.3,57.8
19340404,79.0,68.0,76.5,58.0
19340405,79.0,59.0,76.7,58.2
19340406,76.0,60.0,76.9,58.4
19340407,76.0,63.0,77.1,58.7
19340408,78.0,62.0,77.3,58.9
19340409,79.0,62.0,77.5,59.2
19340410,83.0,66.0,77.7,59.4
19340411,90.0,70.0,77.9,59.6
19340412,83.0,60.0,78.1,59.9
19340413,70.0,48.0,78.3,60.1
19340414,68.0,54.0,78.5,60.4
19340415,80.0,59.0,78.7,60.7
19340416,81.0,62.0,78.9,60.9
19340417,77.0,63.0,79.1,61.2
19340418,85.0,65.0,79.3,61.5
19340419,80.0,59.0,79.5,61.7
19340420,75.0,57.0,79.7,62.0
19340421,78.0,50.0,79.9,62.3
19340422,80.0,56.0,80.1,62.6
19340423,84.0,62.0,80.3,62.8
19340424,83.0,59.0,80.5,63.1
19340425,84.0,60.0,80.7,63.4
19340426,83.0,57.0,80.9,63.7
19340427,87.0,60.0,81.1,64.0
19340428,73.0,57.0,81.4,64.2
19340429,77.0,57.0,81.6,64.5
19340430,77.0,60.0,81.8,64.8
19340501,76.0,59.0,82.0,65.1
19340502,78.0,66.0,82.3,65.3
19340503,82.0,62.0,82.5,65.6
19340504,82.0,67.0,82.7,65.9
19340505,91.0,69.0,83.0,66.1
19340506,89.0,69.0,83.2,66.4
19340507,88.0,62.0,83.4,66.7
19340508,85.0,62.0,83.7,66.9
19340509,80.0,65.0,83.9,67.2
19340510,82.0,66.0,84.1,67.4
19340511,80.0,66.0,84.4,67.7
19340512,80.0,62.0,84.6,67.9
19340513,82.0,65.0,84.8,68.1
19340514,90.0,68.0,85.1,68.4
19340515,79.0,59.0,85.3,68.6
19340516,79.0,54.0,85.5,68.8
19340517,87.0,60.0,85.7,69.1
19340518,87.0,62.0,85.9,69.3
19340519,86.0,65.0,86.2,69.5
19340520,85.0,63.0,86.4,69.7
19340521,88.0,61.0,86.6,69.9
19340522,90.0,62.0,86.8,70.1
19340523,91.0,63.0,87.0,70.3
19340524,92.0,63.0,87.2,70.5
19340525,87.0,67.0,87.4,70.7
19340526,84.0,62.0,87.5,70.9
19340527,83.0,55.0,87.7,71.1
19340528,87.0,55.0,87.9,71.3
19340529,91.0,56.0,88.1,71.5
19340530,92.0,62.0,88.2,71.7
19340531,88.0,62.0,88.4,71.8
19340601,86.0,61.0,88.6,72.0
19340602,88.0,62.0,88.7,72.2
19340603,86.0,66.0,88.8,72.3
19340604,86.0,74.0,89.0,72.5
19340605,90.0,71.0,89.1,72.7
19340606,90.0,71.0,89.2,72.8
19340607,91.0,68.0,89.4,73.0
19340608,91.0,68.0,89.5,73.1
19340609,91.0,68.0,89.6,73.2
